x1 x2
-11.4796308760502 -17.2595733893661
12.4924976637851 19.9839662764264
15.2157640699644 18.7693740722392
12.7240200234865 18.3050750034829
13.8763729142371 17.4636940538967
11.0256801575855 13.9229009423043
12.2389820790415 16.30014484164
12.9882799095666 21.0028166808433
-14.5440527516612 -18.2588474346681
11.0238722796432 17.6567997966684
15.0967533607559 17.8583522350547
12.5086685604372 16.2158057978585
12.3589252026349 16.261055907208
13.6423324895402 16.235660781719
9.7987113850879 18.6594441740794
13.1419866007048 20.1300688844152
13.3353961220943 18.3182421698426
13.5178155236004 16.365025112028
-8.4167663559805 -16.0558266120011
13.0830276180073 17.1369086493432
15.029761589896 14.0824392742543
-13.3815674944742 -16.4527659752046
10.6424203009743 15.4323020860304
-15.1711619147404 -16.182612242372
11.8386912782899 20.7931516043737
-12.2053296879412 -17.3908543241667
12.8961079084016 18.3065883832236
15.192686633747 17.3816737450975
-9.7744843531237 -16.3296840854491
15.7790012271269 16.7600739332798
-14.4489802555717 -16.9313919639867
-12.0870847620785 -17.6233565702077
-14.0579547055187 -17.9291449264258
10.0453616445411 20.677049324795
9.90752388019993 17.4472492488481
-15.5184678423139 -17.0581595515384
-14.7880229189796 -17.218234394851
6.74354305607033 20.1878874786016
-5.74347847503852 -15.9742013078349
-16.0115118152176 -19.9671415136075
-14.9341502696369 -19.0012056848382
-10.1231777126651 -17.3723794005537
-6.05263823115524 -16.3341321225969
-11.3717199541681 -17.2873039064719
-7.3072247740054 -17.0655472962659
-12.259894597255 -17.3383632597981
8.06385569782833 18.553068849348
12.2791044539449 17.7562270184713
10.8079355867473 19.2230115134154
-6.74979291142236 -16.4061991549116
11.2513691038337 18.6952543034206
10.9376323522785 18.7438815081947
13.9542034357723 18.7144465818958
-12.1055864242979 -15.9608093866909
-14.5894461603655 -15.6788131347465
-14.4436649094869 -18.0269678740869
14.2784112162484 15.9790050240632
14.1022748186534 18.6365921241123
-11.3574705183709 -17.1819052175987
-10.6059037098813 -18.212467015298
13.1132066792335 15.4408838152399
-8.75965562509102 -17.7613728029244
-14.3022844590681 -17.8079242086133
-14.749925936605 -17.8969393291132
12.2715618984612 17.5469574176461
-15.1935732184362 -15.5003819459111
-7.09771478011034 -17.0556140285832
-10.46360829442 -15.2259431093361
11.3148096209822 13.3106456467281
-12.5451378139238 -15.7748369939486
-20.1686381752368 -18.9678681870745
11.0777753077804 17.7955374526756
14.427783238057 17.8576313522811
-10.3074969076272 -17.4478749106488
13.1576868495304 18.3829452453338
12.5692969224949 15.162614664723
12.5054055162839 17.852161252236
-7.77814443196581 -17.2626250175081
13.6362474975994 15.6972516762205
-12.4936380686641 -15.0443581359475
10.5618697693046 19.4913353177557
-10.5197606024581 -15.501374912336
-14.8397461511084 -16.0331869693846
-13.8362587910869 -18.161264226909
15.9284179649387 18.2213561173255
11.5796050296671 18.2332548544265
12.0044731488644 17.3423001570472
12.7725216911834 16.4252947633783
11.527028865915 16.5887645249825
12.4860490469402 19.3590316738571
10.8942779961051 14.7859441202738
9.8750342232318 16.08574473337
-14.6114871712928 -16.0865078142455
13.8218814364284 18.5000447078305
-13.3405658068112 -14.0538399638625
-10.7461446701985 -16.9421611948523
13.5468461481258 17.84110792113
10.3726454678871 18.0444173292043
13.4516365204214 18.6081508359547
11.7435504860977 17.3701286188971
-8.84082758493459 -13.5548097216133
-16.5486136198915 -17.7323296872501
15.9554631390829 15.4228414135487
-12.5096210140927 -16.7907996916388
11.9322844665274 17.3609587895844
12.4420601011446 15.5893876355503
-14.0308179612564 -14.1022010266741
9.73756811975573 17.610013223556
12.9917155168124 18.5200994097307
-14.3423389213063 -16.5493375699408
-12.6688048985778 -17.4202644633027
15.0750286337928 14.777051908822
-10.2694054947877 -17.3912984933072
11.5173334561174 17.8732400337166
-13.1518827189002 -18.8200065304856
-11.9203858806964 -17.993546900218
11.1665844894358 14.2113991162335
9.345839959368 15.4202980678483
11.4864980495981 16.8621654029071
-7.40184708055823 -17.3404437067252
14.8433635715222 20.1390158715596
-13.3776666685335 -18.0374191526426
17.2437313304204 14.3705262908479
-14.5601102568885 -14.827654977805
-16.9670027435459 -17.5369552918361
-14.1332003013556 -17.0649738099917
-10.0855232709423 -17.4031298628619
-14.5662919817396 -18.4079108081694
-15.2466339509923 -17.7564161828005
-10.1844841116842 -16.8188194270209
7.53706813179696 19.4030705090203
14.7121764102099 17.6934391581456
-9.33027591568377 -15.5752574255219
-11.8720216638063 -16.1811326125441
-12.421571282607 -17.7067010593269
9.4377358259666 16.9447626068641
15.4778085463472 14.7889622772086
-13.8964511072523 -17.9643820147918
-12.3559268818189 -17.0997596355762
11.6344014547611 16.7057391973827
12.4327362758076 16.0738296871684
10.1296793991404 19.2277141473626
14.6153854005075 19.1987584408917
-11.5984027755163 -15.2435887772678
11.7162310837626 13.560024937285
-18.0845520874342 -17.1650283851243
12.7287581720796 16.2095016244435
-13.2905998414282 -16.2660026964955
9.69621890539603 15.1388125937288
14.3032083408198 17.6484375954234
11.9484779666257 17.1915523826264
12.7904114810244 12.4158415438484
9.96808458948695 17.9020033231083
-8.73838053829433 -17.378428332941
-14.3598958058931 -18.4840563950997
-18.0651716350612 -17.3416387005799
-13.9232301405699 -13.2159324800909
10.8702585000905 17.9381294091668
12.9003739921678 15.9992171335063
-11.1675993746568 -16.0085482088842
12.8504217159623 16.3670951937143
9.61433822283183 17.1268171988833
-15.7260612057664 -18.2850013464061
10.8381655016424 16.1457031610299
11.2929126578712 16.2340462658239
-14.812353649789 -16.5334767116741
13.0039950346785 16.199359118323
9.71442472542573 18.1101343702537
-11.838762557228 -17.3530798787717
13.0122798576659 19.5014700673327
11.9064048496199 17.4011697897866
12.9520110870246 17.0036383453089
-10.6145941455435 -18.314016318415
-9.37787309248162 -17.3174117815691
12.9982259613248 17.439697066988
-9.09588469017894 -17.5461817297579
11.6100440595902 16.2693435673686
13.6888271233056 19.212184865599
12.3094287436458 15.4209961707381
10.7365945640951 19.368281408711
13.4519453324438 16.3970383044579
10.8274057371121 17.2504087448713
12.4794984994387 16.4983350893068
12.7698651556278 17.9345623697691
10.689525558864 21.0052339016207
-12.1221033760511 -17.9368620788006
10.9311377858074 15.1904787583254
