x1 x2
29.074855276069 42.6701742649217
22.4297719019243 6.14757355722054
31.4573067847625 34.5165217461353
17.8703312465682 -6.37910829990264
42.5592811904375 61.9745153719131
43.1694537463321 56.5863420005175
30.4283670027377 34.6813747875406
32.7681770683435 22.3939356386251
-6.713309508604 -10.1663953993029
20.0421488010393 4.32212065403803
38.2736176085546 20.9238825664353
12.5560964498725 -6.51312078398775
37.6151916176793 28.957560898285
47.3528630023307 55.9896370345387
15.7890989489599 -6.82132651686196
32.0925487416244 35.9542458809975
39.2149084652212 47.4406226590073
14.55267290035 -11.6865200763267
43.006270926224 56.9055233767771
38.044762310767 22.1864159025907
-7.71713767142607 -4.84023458690073
24.0998728424709 7.33319597451088
7.00247799096787 3.87765799069643
24.2331542887579 10.7931018992225
34.4299143241336 21.9219906161669
19.5836943492244 29.1085086656696
25.9010001868139 4.32017690546292
33.0036104123998 21.8379464730717
43.8954488256841 49.7175951784184
48.9394684364768 55.2132161537374
15.5008163672257 -12.8142467298659
22.6878878779124 22.975494440583
16.4311355754939 -7.07919379172101
10.3452055651387 -6.29631748456134
-6.54193074044746 -11.924991076465
19.3282253429433 26.9370700397395
4.18736698680291 9.44606771190112
5.09869007907392 9.82799890598731
44.1424323373559 54.6001631893644
25.5885787074236 4.84177174742277
28.5884526676192 40.7357775431014
25.0613323812646 5.93078266328197
0.199907818872725 -9.70375005729062
25.6246530102223 0.418448900482232
-3.77478107549985 -7.37502926299553
7.69042819774576 5.07160356321242
42.0268732491068 55.4830925416629
30.5763295963578 32.6069156870917
19.3846866037999 22.6170342668691
32.0867324398814 41.012594790059
40.9587092027195 19.5054285925267
41.3504908276776 59.6019130105191
43.2391949659099 56.2932450833472
23.1261484422383 24.9652697660132
20.6973953467338 20.2260479066707
32.2253502068191 52.8030466308595
7.35259997003214 6.20875622417724
40.7183648239787 53.2113363563048
5.30552434535914 10.0398371168567
14.8773538818157 -10.1425842276699
42.7558129369374 56.2535751257859
48.1168982410069 51.3971358870993
25.2077198084841 45.1377011904149
29.0281019138031 39.5676529544946
-6.84349247873122 -7.33692010318168
32.5067322372719 16.430381035044
3.47766503099624 12.2053927102363
37.0602233521461 17.9859120411041
7.57481148777252 6.18985738803794
3.50524865877821 6.65470740986256
37.8466412742053 19.7096087326408
16.0675031337514 -7.64764196105029
38.1332188664106 24.1439079491937
37.8936210348098 61.3095683874166
31.6991357482608 2.56952486389921
16.1942860445811 -10.1252211527508
30.5684627599615 2.51514411536352
-13.6854077980258 -12.051247630748
41.1557457599051 55.7030854680814
40.4797504369069 23.4950278204337
12.9328785765633 -7.66272251947143
0.232110970926004 -8.820271247028
34.2725851072341 21.0696483034614
-2.96031185134213 -7.41484676647418
35.5699395416538 58.972992104567
25.8723682406559 8.90090956734408
43.742435820277 52.4809535716741
38.2254365637932 18.5765425288928
37.79001773135 20.7185163867665
12.9392488374143 -12.7641314293579
15.398399726452 -8.71196347528529
28.968953242133 42.7581222408877
-8.84807954049232 -10.0293574101346
26.1725891079964 3.47274744244481
32.1007727283199 38.5412468629492
25.5226422639634 42.9455478251817
27.2866680064733 41.2306388019387
17.0847117015345 22.5025601706683
14.8322899291412 24.7845099792035
22.4861058673557 6.55486281994923
34.2231426960197 18.3658740358841
29.5263629139942 6.95742756770072
24.7434616384597 9.29120777515779
12.2853936173983 22.3438680852834
13.6741230308241 18.6648510422296
37.9553054524878 23.9215138826879
33.5285474087647 36.302589733419
28.296922851042 42.5156817252146
24.6592858157386 44.3644164041716
7.22588073888222 -11.034536120576
16.5555227248947 -9.80408799926733
6.78251626593023 8.5369886774358
28.8762370903657 40.4386956651517
37.5525522230289 60.9720397020307
42.5913016586027 55.817666734877
38.0521768543253 53.2711223844315
31.5019987737449 35.687488160559
26.8720302393563 6.54642894522238
40.8717856150916 53.2129096354376
19.9962853689358 24.5643505557322
4.31297017746054 -4.64618913743725
9.62438525826736 20.9834828146721
30.0027165265145 37.4994385642051
6.86427490308688 9.03929235943204
28.5588157498502 5.60405983987107
28.8630038495248 42.6411046225036
21.2308107757168 6.23196969243206
35.3927038086071 18.8510276356198
46.3105470157861 54.1028433710666
-6.04531639000886 -9.60042060074161
40.4432147275009 60.571282973808
21.9509248667079 8.98579151617897
-2.08780275591177 -8.44133726753137
20.1607807295041 27.4284756253193
37.6113313321167 20.6282365279356
28.425183687532 44.7631125176906
14.367947713652 -11.8523988053666
18.7875447372986 26.0086521023268
5.50896107531462 9.59276150211262
22.8894675761027 5.98328387455407
12.578803046745 -9.72331212939153
43.948537400843 55.7174205426882
42.0030723102318 52.7085540722646
8.58208460734974 -13.6961610156644
47.0391574099615 22.3779033097089
22.9758663125345 7.0562499106555
-6.55188923613289 -5.23037075584338
33.307646728444 21.1876510668479
26.7908405331236 2.0314536929333
34.1018212244935 20.1100168693416
-3.79230932705314 -6.90785532847633
32.6619684879401 38.3519599170517
25.9148484751049 3.70914963401695
37.245782151961 56.9577746855155
7.62549137387492 3.40540770724263
5.19177241713503 9.58606672696925
38.7264319410203 28.1289945335892
14.1115759272059 25.6170183071482
6.16591075041177 10.1394674168803
26.0916769093782 44.8590626679415
7.80153268139439 8.14771485368729
29.4950194262864 40.1532825514933
18.5491439781725 -7.70474741639199
25.0622466762282 6.1032061588974
37.4899582021049 18.3702897346889
5.25595547288112 7.42064602007356
-7.44848497499983 -2.19595974181867
41.5599625524321 52.8105421390263
34.0568280690294 38.7045150013194
5.53097803190838 10.7662265299791
37.2583356737811 24.5645417566324
13.2696971333604 -12.2951052551719
48.4605052395518 57.0158599499253
14.7738505092125 -6.46485437855276
5.75579038078941 5.66294384997891
