x1 x2 x3 x4 x5 x6 x7 x8
-20.5806348218402 17.9701411561381 6.82149996951152 -8.33055285870049 -0.779182645150428 4.20845184389611 0.866672191999469 -3.64657423257578
-8.24269408774119 -9.02974962981098 -13.4541721512763 -8.23045681395568 -1.01727853701462 -10.8561866370603 -5.46400802426999 1.85073645382842
1.94126886748915 8.33445645278381 4.50408561956476 -24.9287893755929 -1.7295819183508 2.05064999405646 2.09102119715191 -1.65682243230569
-9.05544665521256 -7.33882657302368 -11.7949875387638 -7.73370107301366 -3.116873766109 -8.92096519953008 -5.19328957271381 -0.75792824454444
4.22220743861523 4.06038829796345 10.3446644741867 4.5753987392246 -4.35805899866252 7.5439157556283 6.12572622737205 0.256349342192189
-7.78159883265036 -5.50199649615563 -11.7783376512795 -10.3008051830293 -2.01709698775155 -3.31545380844877 -8.45053209747484 0.365708926042614
1.42654971138261 6.72554132551967 -2.63040597163274 -6.28027021754181 -29.3129770432163 3.43661134942448 -1.81973423817197 -12.568613338156
-11.1477319501965 -6.15860868827396 -5.14627484010216 -8.62962499340679 2.24812071003371 -2.05101926692941 -2.35374726524036 -5.75872572014155
4.45763841365857 -1.85590445588859 2.02012466220126 -7.64848017678854 -27.9503628460615 3.57882310362255 -3.32493316643725 -9.66956424506546
-18.4758225078047 16.1922008428483 14.3924081086433 -7.2387393074741 -2.47448336803358 7.90233716817993 -3.48478249375414 -2.3638647776307
-8.07568215664406 -4.05106509497856 -6.54993868959785 -4.67619713972684 -3.21716004982761 -3.831143706397 -2.82233529527592 4.59481837149458
4.47500783076263 11.1239897490568 0.305407302341703 -6.52917804381609 2.38772907798607 5.94435736789658 -21.774014842485 -9.59265198003968
-20.8016431966096 15.2989685637216 5.5216805643732 -5.80333884442582 -11.6173402681104 7.87516093661514 -1.37806546475584 -5.56311603534473
2.0440543750104 11.7096642918879 0.550144842442695 -11.6829140371425 1.8090724678816 9.01855591176951 -24.752094714415 -7.84918877194348
-2.40516000565665 3.14070434792734 2.67971403132848 -8.4035219358703 2.48301383447795 -2.44639441083149 -24.1800546777527 -7.75839498235441
3.83896857270675 12.694954296052 9.09705298389204 -7.93877882731537 -5.54404111372558 -14.1242871935949 0.466919823222955 -6.39802378643806
1.80568720709456 8.98908804411213 4.16010538262327 -29.6994342640367 -3.24401096950009 2.46752078173019 2.45243317740399 2.67685368291999
4.07895358727353 8.83065706056653 4.58348053045143 -22.5862754295746 -2.19027165404702 0.770945313038746 3.73120799639392 -3.12016358812287
2.87201162138213 7.39703228210027 0.216715063537357 -1.64027063123878 3.17434534284122 3.95531053070605 -24.2941748753613 -4.78438929450606
-8.20663976506862 -3.99711956814079 -7.54235285068877 -2.51475151336548 -4.59023752013716 -6.99730430959444 -4.26684987242916 -1.74128293841059
-0.102021309121539 3.39161282628583 7.44961765678642 -26.3358930365368 1.59372547271629 5.20281260334554 -0.195169219555603 4.6395593099397
2.55808515624086 3.90171680339145 3.09998162373328 -6.80582354333659 3.75218586886065 1.7425912903379 2.30329976958066 -28.636686130182
0.511724946352923 0.32513105347356 0.0693205582977359 -11.3934694988701 -3.9495430010328 -1.86693459371619 2.14171700834546 -26.3574478655884
-10.5178993604511 -8.16805611500516 -9.31986247078343 -5.23179409613513 -0.427416516832008 -11.2723001298138 -2.71700055227663 1.36736989743484
1.59699157366641 7.72052071280139 0.482768716971929 -31.8804366838925 -1.11573509630676 -0.215620746736804 0.995831372068638 -2.22213066121686
6.29618119147191 4.85081715152612 7.55779791701705 -29.691188238528 3.18004364346831 2.34539162249255 -0.650605295325803 3.85385566158276
4.81064961149531 11.2521489498098 2.1790167357918 -23.9569861291163 -4.52588089752416 3.14225562931089 1.18383477366509 -3.90429202479516
-8.29740654667325 -2.72695857445038 -11.36495607734 -4.0155661852892 0.125238895265536 -4.37658437694707 -0.256920317684258 -0.648167246019133
1.72790308043137 4.9344082426028 6.66846867737041 -25.7211224639684 -1.90871816598202 2.88204436742088 1.80320106986938 0.853553837759907
2.39328211792129 12.6854481931207 5.86516755837987 -6.52396126536948 -1.51833395845182 -16.75915298148 -1.20096925404054 -7.1492981811469
-0.452461668391262 14.3982271101983 11.5551722940602 -5.99950688015216 -5.70065454918803 -19.1334254855825 -5.77205126952928 -8.50073488238898
4.24751573682406 15.0446033779408 6.8271843404325 -3.57661544464441 -0.483553719023982 -17.8202419448288 -2.31282731001642 -3.13616882924418
3.80861574911343 11.1875391019824 5.84291238366951 -8.69325739444176 1.71222131362135 5.78822878291458 -22.4107557560474 -10.6942788283586
7.49969949075436 8.88828943182123 -0.18061709312046 -2.56618166538838 7.78407046832964 6.81079308932887 -22.4854477450187 -7.48803056976292
4.81268169286191 3.54610332872813 0.894515433205804 -8.570994279454 0.538648403253646 0.646619581063684 -3.30494057906302 -26.8147873234992
-2.89640561487438 -6.17932533573122 -1.8077423499256 -8.89743131330569 -0.255669635980001 -1.31951197741551 3.79601698638048 -28.3691637685557
4.45396770728761 5.53277249838318 -0.829220672083824 -27.264515789215 3.12972804227854 -0.46709354813966 1.76856102994054 -3.6327985207093
7.49990448159322 8.11496735788074 8.86592092290654 -11.06686681816 11.915977070274 1.94432888559744 -23.9062142162758 -1.08421954246569
3.20228716301869 11.7925924813667 11.531742657174 -4.52195485851098 -3.00522179611176 -12.7639753976793 1.9358269259794 -8.5515344549093
-2.88772611740374 2.46191600510498 3.5586670480563 -8.18120478097156 8.3866388170403 4.25787595843311 -29.8501400243977 -4.24214120270037
-0.507927912772703 4.5192569436412 2.55749315991958 -28.5252292567887 1.44632137157944 0.589518423631724 4.1768115623504 -5.09722021771433
-19.5371135896834 14.4146355226425 7.25401707497976 -8.15418895680413 -4.44699291939753 6.55240959780419 -2.95943001919423 -6.37572036933128
-1.41823194945862 -3.35268575937769 2.00776659841844 -9.67195038009551 2.23102177048618 0.526347367011149 -1.47477188250444 -27.3285200280674
3.96575021010727 6.55348093113884 -0.965935958542516 -29.7756498741108 0.565733821901172 1.49017676760278 0.893324514819181 0.558591353141101
-17.8949399520279 12.7576591095584 5.79905305909797 -6.85586754081661 -3.17562963929986 5.21692186873991 -0.252387864880767 -8.05797298871025
1.09719046375545 1.57416034032321 2.24479553525184 -6.9019664868726 1.2236763494406 -1.01171348639264 -0.458345188696402 -28.5693630754932
0.587579245669023 7.2559675605463 -3.10664094350001 -11.5700396335218 -22.9812744904475 1.3770118669891 -2.02815657809688 -13.2837176606894
6.55966146787115 -0.26619898943287 8.77761209578104 4.31965553906332 -1.82501929448335 7.52304706371512 6.89058349288806 0.62032918879639
0.638419679847315 1.48773108449652 0.828854704424998 -6.83201147436821 2.24283304815272 0.32160336703771 -0.332178962161204 -25.1952624532014
-18.1022314990755 16.7248969749747 4.77446365398964 -0.749969045923179 -9.10283612901967 6.36775331433422 -2.44499828466355 -11.0245892489693
3.96274903864256 3.26186754782501 5.66921988095459 -27.3120422429018 1.91124444119127 -0.835445712269871 2.56141771014748 1.40972426340043
5.04550220330083 7.83446750508039 8.67712871352986 5.75540784773105 4.56227882893599 9.09492258220243 3.50762871358209 0.454776945866247
-7.68218692607683 -3.45673604346208 -7.47842896395265 0.46890529317658 -2.52760609158482 -9.41452795863235 -6.09062649837703 0.607751303563742
2.03608938713783 5.53784464149757 0.672693573724807 -9.42920274510993 -2.41616314567394 0.176972522735193 -0.933456461014599 -26.949309085312
-14.724518835316 17.3995522219066 11.2314464834146 -3.79797995665447 -3.15452756190942 4.63694456853094 0.0331600897568487 -9.84271661964393
2.00961800109467 4.06519332903885 11.4148325115111 -18.8530622004374 1.42943120200209 4.55049427636002 1.60844542388596 3.0611231282409
-17.8772340892688 16.7704454376124 6.86626864028375 -6.48146456797117 -1.28501605597854 7.92026326817374 -3.3619965551061 -1.91714597523596
0.195760705105085 4.21343493988714 4.19528861542189 -23.7915282121497 2.66181308899054 -0.979084240753642 1.81504235386896 -3.37876821668779
3.94376703463001 11.5200849641976 2.09723475183408 -26.7379405442039 0.257924932691015 3.47741191814229 0.438692400883692 4.08546238576392
2.57924286793205 5.8579768246336 0.911521748543939 -24.6116649607833 2.09695099217234 2.09994819961564 3.92627552264653 -4.89596075713099
2.17502705023776 7.51105760134528 5.11301906445543 -4.78547608226205 -26.0512645650329 4.77751894267332 -5.49520409823374 -2.67617415587916
-0.904136832229771 -0.161754778772818 2.59656870084054 -5.93691039839854 -26.6685986595401 0.83127582501401 -4.97452078050476 -2.33805743348833
