x1 x2 x3 x4 x5
-1.08605193831511 9.8686235708982 -37.3267031943407 0.942272929739144 38.5548896849836
-45.6415469308865 7.29314354691088 -3.65469379125576 -11.1403196446331 24.2940431426578
-0.451075172943022 9.86741856621866 17.9136018664571 20.4013972884286 15.2426384986298
-46.0402530744438 7.19052864161078 -2.87769074772996 -6.40331197817902 24.5598151906147
-2.21456975061497 -11.0550985294115 -17.7050903064801 -26.341883839534 -11.0715192746828
-46.806141901248 4.47166251721867 -7.04452403932482 -6.92511102536694 24.7849691599929
1.23774999358088 11.7524104508646 16.7184414064544 17.3945086629324 14.9724290170219
-1.44179938395798 -4.56170467211946 -21.7691323639607 -14.0968623065913 -8.26588027839587
-0.380756865206892 9.99489215318334 9.5227842428044 -40.3000652787581 32.7781836094495
1.33221076262157 11.3789446609584 -34.1999445774531 0.0691993031534985 37.0855557253378
-55.1539380417953 8.20292273916811 -3.62290218054851 -12.2306615357448 17.3117884274812
1.07744310893801 7.39398456967223 -32.9857089914958 0.149466224369921 39.6507668401826
0.165619185569919 12.5887581515211 15.5750306809123 18.8448250089426 16.793514333657
-48.0103400296357 0.863668180709489 -5.06762320352779 -6.1245665822924 21.659854296087
3.01838546444065 7.39232201848945 -38.8778684826689 -1.36780876010262 39.483036325743
-48.2919076480463 5.54842622030789 -4.88700844989019 -10.8871170992157 17.2745440777577
-1.86127419313019 -12.803348496726 -22.4114967229881 -24.6098363454021 -9.28551838674359
1.85293481825161 8.86634372266403 19.4035799544126 17.9649502775343 11.4364737580199
2.6461712026282 7.4246787856721 -39.2937915574652 -1.72439064150524 36.91213983991
-1.03113277258282 -0.382274150513451 -15.859732687213 -20.1501558995302 -16.2623165929179
-49.3511552864221 -3.36829354612776 -1.78352325570877 -8.9346792764579 21.6972933699888
-0.162459192123521 9.20260268766932 11.9631998973496 -41.8472008723814 31.8261074539344
2.14545871532578 8.88342156380397 13.3295166528962 -38.7322178050493 34.224307955642
